Report Date,Variant,Greek Letter Name,Health District,Region Name,Number of Infections,Number of Hospitalizations,Number of Deaths
06/25/2021,P.1,Gamma,Central Shenandoah,Northwest,1,0,0
06/25/2021,P.1,Gamma,Central Virginia,Southwest,4,0,0
06/25/2021,P.1,Gamma,Chesapeake,Eastern,5,2,1
06/25/2021,P.1,Gamma,Chesterfield,Central,0,0,0
06/25/2021,P.1,Gamma,Chickahominy,Central,0,0,0
06/25/2021,P.1,Gamma,Crater,Central,0,0,0
06/25/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
06/25/2021,P.1,Gamma,Eastern Shore,Eastern,0,0,0
06/25/2021,P.1,Gamma,Fairfax,Northern,7,0,0
06/25/2021,P.1,Gamma,Hampton,Eastern,0,0,0
06/25/2021,P.1,Gamma,Henrico,Central,2,0,0
06/25/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
06/25/2021,P.1,Gamma,Lord Fairfax,Northwest,3,1,0
06/25/2021,P.1,Gamma,Loudoun,Northern,11,0,0
06/25/2021,P.1,Gamma,Mount Rogers,Southwest,2,0,0
06/25/2021,P.1,Gamma,New River,Southwest,0,0,0
06/25/2021,P.1,Gamma,Norfolk,Eastern,5,0,0
06/25/2021,P.1,Gamma,Peninsula,Eastern,2,0,0
06/25/2021,P.1,Gamma,Piedmont,Central,0,0,0
06/25/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
06/25/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
06/25/2021,P.1,Gamma,Prince William,Northern,2,0,0
06/25/2021,P.1,Gamma,Rappahannock,Northwest,1,0,0
06/25/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,4,0,0
06/25/2021,P.1,Gamma,Richmond,Central,1,1,0
06/25/2021,P.1,Gamma,Roanoke,Southwest,1,0,0
06/25/2021,P.1,Gamma,Southside,Central,1,0,0
06/25/2021,P.1,Gamma,Three Rivers,Eastern,1,1,1
06/25/2021,P.1,Gamma,Virginia Beach,Eastern,4,0,0
06/25/2021,P.1,Gamma,West Piedmont,Southwest,2,1,0
06/25/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
07/02/2021,B.1.1.7,Alpha,Alexandria,Northern,44,1,0
07/02/2021,B.1.1.7,Alpha,Alleghany,Southwest,79,7,2
07/02/2021,B.1.1.7,Alpha,Arlington,Northern,69,3,0
07/02/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,71,3,1
07/02/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,39,0,0
07/02/2021,B.1.1.7,Alpha,Central Virginia,Southwest,116,8,3
07/02/2021,B.1.1.7,Alpha,Chesapeake,Eastern,80,2,2
07/02/2021,B.1.1.7,Alpha,Chesterfield,Central,126,5,1
07/02/2021,B.1.1.7,Alpha,Chickahominy,Central,66,0,1
07/02/2021,B.1.1.7,Alpha,Crater,Central,75,6,1
07/02/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,20,3,0
07/02/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
07/02/2021,B.1.1.7,Alpha,Fairfax,Northern,234,7,1
07/02/2021,B.1.1.7,Alpha,Hampton,Eastern,31,0,0
07/02/2021,B.1.1.7,Alpha,Henrico,Central,111,5,3
07/02/2021,B.1.1.7,Alpha,Lenowisco,Southwest,18,1,0
07/02/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,66,2,0
07/02/2021,B.1.1.7,Alpha,Loudoun,Northern,99,2,1
07/02/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,235,19,2
07/02/2021,B.1.1.7,Alpha,New River,Southwest,95,5,0
07/02/2021,B.1.1.7,Alpha,Norfolk,Eastern,45,3,2
07/02/2021,B.1.1.7,Alpha,Peninsula,Eastern,83,5,3
07/02/2021,B.1.1.7,Alpha,Piedmont,Central,53,3,0
07/02/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,17,2,1
07/02/2021,B.1.1.7,Alpha,Portsmouth,Eastern,46,2,1
07/02/2021,B.1.1.7,Alpha,Prince William,Northern,95,1,0
07/02/2021,B.1.1.7,Alpha,Rappahannock,Northwest,95,4,2
07/02/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,48,3,0
07/02/2021,B.1.1.7,Alpha,Richmond,Central,60,4,0
07/02/2021,B.1.1.7,Alpha,Roanoke,Southwest,36,6,1
07/02/2021,B.1.1.7,Alpha,Southside,Central,11,0,0
07/02/2021,B.1.1.7,Alpha,Three Rivers,Eastern,26,1,0
07/02/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,75,1,1
07/02/2021,B.1.1.7,Alpha,West Piedmont,Southwest,45,13,1
07/02/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,49,2,0
07/02/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
07/02/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
07/02/2021,B.1.351,Beta,Arlington,Northern,0,0,0
07/02/2021,B.1.351,Beta,Blue Ridge,Northwest,0,0,0
07/02/2021,B.1.351,Beta,Central Shenandoah,Northwest,0,0,0
07/02/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
07/02/2021,B.1.351,Beta,Chesapeake,Eastern,17,2,2
07/02/2021,B.1.351,Beta,Chesterfield,Central,4,0,0
07/02/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
07/02/2021,B.1.351,Beta,Crater,Central,4,1,0
07/02/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
07/02/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
07/02/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
07/02/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
07/02/2021,B.1.351,Beta,Henrico,Central,2,0,0
07/02/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
07/02/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
07/02/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
07/02/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
07/02/2021,B.1.351,Beta,New River,Southwest,0,0,0
07/02/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
07/02/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
07/02/2021,B.1.351,Beta,Piedmont,Central,3,0,0
07/02/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
07/02/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
07/02/2021,B.1.351,Beta,Prince William,Northern,3,1,0
07/02/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
07/02/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,1,0,0
07/02/2021,B.1.351,Beta,Richmond,Central,2,0,0
07/02/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
07/02/2021,B.1.351,Beta,Southside,Central,0,0,0
07/02/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
07/02/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
07/02/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
07/02/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
07/02/2021,B.1.617.2,Delta,Alexandria,Northern,2,0,0
07/02/2021,B.1.617.2,Delta,Alleghany,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Arlington,Northern,0,0,0
07/02/2021,B.1.617.2,Delta,Blue Ridge,Northwest,1,0,0
07/02/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,4,1,0
07/02/2021,B.1.617.2,Delta,Central Virginia,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Chesapeake,Eastern,1,1,0
07/02/2021,B.1.617.2,Delta,Chesterfield,Central,8,0,0
07/02/2021,B.1.617.2,Delta,Chickahominy,Central,2,0,0
07/02/2021,B.1.617.2,Delta,Crater,Central,2,0,0
07/02/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Eastern Shore,Eastern,1,0,0
07/02/2021,B.1.617.2,Delta,Fairfax,Northern,7,1,0
07/02/2021,B.1.617.2,Delta,Hampton,Eastern,0,0,0
07/02/2021,B.1.617.2,Delta,Henrico,Central,18,3,1
07/02/2021,B.1.617.2,Delta,Lenowisco,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,4,0,0
07/02/2021,B.1.617.2,Delta,Loudoun,Northern,3,0,0
07/02/2021,B.1.617.2,Delta,Mount Rogers,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,New River,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Norfolk,Eastern,4,0,0
07/02/2021,B.1.617.2,Delta,Peninsula,Eastern,1,0,0
07/02/2021,B.1.617.2,Delta,Piedmont,Central,0,0,0
07/02/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Portsmouth,Eastern,1,0,0
07/02/2021,B.1.617.2,Delta,Prince William,Northern,5,0,0
07/02/2021,B.1.617.2,Delta,Rappahannock,Northwest,1,0,0
07/02/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,1,0,0
07/02/2021,B.1.617.2,Delta,Richmond,Central,1,0,0
07/02/2021,B.1.617.2,Delta,Roanoke,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Southside,Central,0,0,0
07/02/2021,B.1.617.2,Delta,Three Rivers,Eastern,0,0,0
07/02/2021,B.1.617.2,Delta,Virginia Beach,Eastern,0,0,0
07/02/2021,B.1.617.2,Delta,West Piedmont,Southwest,0,0,0
07/02/2021,B.1.617.2,Delta,Western Tidewater,Eastern,0,0,0
07/02/2021,P.1,Gamma,Alexandria,Northern,2,0,0
07/02/2021,P.1,Gamma,Alleghany,Southwest,3,0,0
07/02/2021,P.1,Gamma,Arlington,Northern,2,0,0
07/02/2021,P.1,Gamma,Blue Ridge,Northwest,5,0,0
07/02/2021,P.1,Gamma,Central Shenandoah,Northwest,1,0,0
07/02/2021,P.1,Gamma,Central Virginia,Southwest,4,0,0
07/02/2021,P.1,Gamma,Chesapeake,Eastern,5,3,1
07/02/2021,P.1,Gamma,Chesterfield,Central,0,0,0
07/02/2021,P.1,Gamma,Chickahominy,Central,0,0,0
07/02/2021,P.1,Gamma,Crater,Central,0,0,0
07/02/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
07/02/2021,P.1,Gamma,Eastern Shore,Eastern,0,0,0
07/02/2021,P.1,Gamma,Fairfax,Northern,7,0,0
07/02/2021,P.1,Gamma,Hampton,Eastern,1,0,0
07/02/2021,P.1,Gamma,Henrico,Central,2,0,0
07/02/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
07/02/2021,P.1,Gamma,Lord Fairfax,Northwest,3,1,0
07/02/2021,P.1,Gamma,Loudoun,Northern,11,0,0
07/02/2021,P.1,Gamma,Mount Rogers,Southwest,2,0,0
07/02/2021,P.1,Gamma,New River,Southwest,0,0,0
07/02/2021,P.1,Gamma,Norfolk,Eastern,5,0,0
07/02/2021,P.1,Gamma,Peninsula,Eastern,4,0,0
07/02/2021,P.1,Gamma,Piedmont,Central,1,0,0
07/02/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
07/02/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
07/02/2021,P.1,Gamma,Prince William,Northern,3,0,0
07/02/2021,P.1,Gamma,Rappahannock,Northwest,1,0,0
07/02/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,4,0,0
07/02/2021,P.1,Gamma,Richmond,Central,2,1,0
07/02/2021,P.1,Gamma,Roanoke,Southwest,3,1,0
07/02/2021,P.1,Gamma,Southside,Central,1,0,0
07/02/2021,P.1,Gamma,Three Rivers,Eastern,1,1,1
07/02/2021,P.1,Gamma,Virginia Beach,Eastern,4,0,0
07/02/2021,P.1,Gamma,West Piedmont,Southwest,2,1,0
07/02/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
07/09/2021,B.1.1.7,Alpha,Alexandria,Northern,44,1,0
07/09/2021,B.1.1.7,Alpha,Alleghany,Southwest,83,8,2
07/09/2021,B.1.1.7,Alpha,Arlington,Northern,73,3,0
07/09/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,152,9,2
07/09/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,58,0,1
07/09/2021,B.1.1.7,Alpha,Central Virginia,Southwest,120,8,3
07/09/2021,B.1.1.7,Alpha,Chesapeake,Eastern,85,2,2
07/09/2021,B.1.1.7,Alpha,Chesterfield,Central,128,5,1
07/09/2021,B.1.1.7,Alpha,Chickahominy,Central,67,0,1
07/09/2021,B.1.1.7,Alpha,Crater,Central,77,6,1
07/09/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,22,4,0
07/09/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
07/09/2021,B.1.1.7,Alpha,Fairfax,Northern,236,7,1
07/09/2021,B.1.1.7,Alpha,Hampton,Eastern,38,0,0
07/09/2021,B.1.1.7,Alpha,Henrico,Central,114,4,2
07/09/2021,B.1.1.7,Alpha,Lenowisco,Southwest,18,1,0
07/09/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,66,2,0
07/09/2021,B.1.1.7,Alpha,Loudoun,Northern,101,2,1
07/09/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,236,19,2
07/09/2021,B.1.1.7,Alpha,New River,Southwest,103,5,0
07/09/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
07/09/2021,B.1.1.7,Alpha,Peninsula,Eastern,111,5,3
07/09/2021,B.1.1.7,Alpha,Piedmont,Central,57,5,0
07/09/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,18,2,1
07/09/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
07/09/2021,B.1.1.7,Alpha,Prince William,Northern,99,2,1
07/09/2021,B.1.1.7,Alpha,Rappahannock,Northwest,99,5,2
07/09/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,92,5,2
07/09/2021,B.1.1.7,Alpha,Richmond,Central,65,5,1
07/09/2021,B.1.1.7,Alpha,Roanoke,Southwest,37,6,1
07/09/2021,B.1.1.7,Alpha,Southside,Central,15,0,0
07/09/2021,B.1.1.7,Alpha,Three Rivers,Eastern,26,2,0
07/09/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,80,1,1
07/09/2021,B.1.1.7,Alpha,West Piedmont,Southwest,48,13,1
07/09/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,57,2,0
07/09/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
07/09/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
07/09/2021,B.1.351,Beta,Arlington,Northern,0,0,0
07/09/2021,B.1.351,Beta,Blue Ridge,Northwest,1,0,0
07/09/2021,B.1.351,Beta,Central Shenandoah,Northwest,0,0,0
07/09/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
07/09/2021,B.1.351,Beta,Chesapeake,Eastern,17,2,2
07/09/2021,B.1.351,Beta,Chesterfield,Central,4,0,0
07/09/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
07/09/2021,B.1.351,Beta,Crater,Central,4,1,0
07/09/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
07/09/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
07/09/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
07/09/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
07/09/2021,B.1.351,Beta,Henrico,Central,2,0,0
07/09/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
07/09/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
07/09/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
07/09/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
07/09/2021,B.1.351,Beta,New River,Southwest,0,0,0
07/09/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
07/09/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
07/09/2021,B.1.351,Beta,Piedmont,Central,3,0,0
07/09/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
07/09/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
07/09/2021,B.1.351,Beta,Prince William,Northern,3,1,0
07/09/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
07/09/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,1,0,0
07/09/2021,B.1.351,Beta,Richmond,Central,2,0,0
07/09/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
07/09/2021,B.1.351,Beta,Southside,Central,0,0,0
07/09/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
07/09/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
07/09/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
07/09/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
07/09/2021,B.1.617.2,Delta,Alexandria,Northern,2,0,0
07/09/2021,B.1.617.2,Delta,Alleghany,Southwest,0,0,0
07/09/2021,B.1.617.2,Delta,Arlington,Northern,2,0,0
07/09/2021,B.1.617.2,Delta,Blue Ridge,Northwest,2,1,0
07/09/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,5,1,0
07/09/2021,B.1.617.2,Delta,Central Virginia,Southwest,0,0,0
07/09/2021,B.1.617.2,Delta,Chesapeake,Eastern,1,1,0
07/09/2021,B.1.617.2,Delta,Chesterfield,Central,9,0,0
07/09/2021,B.1.617.2,Delta,Chickahominy,Central,2,0,0
07/09/2021,B.1.617.2,Delta,Crater,Central,3,0,0
07/09/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,0,0,0
07/09/2021,B.1.617.2,Delta,Eastern Shore,Eastern,1,0,0
07/09/2021,B.1.617.2,Delta,Fairfax,Northern,9,1,0
07/09/2021,B.1.617.2,Delta,Hampton,Eastern,1,0,0
07/09/2021,B.1.617.2,Delta,Henrico,Central,21,3,1
07/09/2021,B.1.617.2,Delta,Lenowisco,Southwest,1,0,0
07/09/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,5,0,0
07/09/2021,B.1.617.2,Delta,Loudoun,Northern,3,0,0
07/09/2021,B.1.617.2,Delta,Mount Rogers,Southwest,2,0,0
07/09/2021,B.1.617.2,Delta,New River,Southwest,0,0,0
07/09/2021,B.1.617.2,Delta,Norfolk,Eastern,4,0,0
07/09/2021,B.1.617.2,Delta,Peninsula,Eastern,1,0,0
07/09/2021,B.1.617.2,Delta,Piedmont,Central,0,0,0
07/09/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,0,0,0
07/09/2021,B.1.617.2,Delta,Portsmouth,Eastern,1,0,0
07/09/2021,B.1.617.2,Delta,Prince William,Northern,7,0,0
07/09/2021,B.1.617.2,Delta,Rappahannock,Northwest,1,0,0
07/09/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,2,0,0
07/09/2021,B.1.617.2,Delta,Richmond,Central,2,0,0
07/09/2021,B.1.617.2,Delta,Roanoke,Southwest,1,0,0
07/09/2021,B.1.617.2,Delta,Southside,Central,0,0,0
07/09/2021,B.1.617.2,Delta,Three Rivers,Eastern,0,0,0
07/09/2021,B.1.617.2,Delta,Virginia Beach,Eastern,0,0,0
07/09/2021,B.1.617.2,Delta,West Piedmont,Southwest,0,0,0
07/09/2021,B.1.617.2,Delta,Western Tidewater,Eastern,0,0,0
07/09/2021,P.1,Gamma,Alexandria,Northern,2,0,0
07/09/2021,P.1,Gamma,Alleghany,Southwest,4,0,0
07/09/2021,P.1,Gamma,Arlington,Northern,2,0,0
07/09/2021,P.1,Gamma,Blue Ridge,Northwest,17,0,0
07/09/2021,P.1,Gamma,Central Shenandoah,Northwest,1,0,0
07/09/2021,P.1,Gamma,Central Virginia,Southwest,4,0,0
07/09/2021,P.1,Gamma,Chesapeake,Eastern,6,3,1
07/09/2021,P.1,Gamma,Chesterfield,Central,0,0,0
07/09/2021,P.1,Gamma,Chickahominy,Central,0,0,0
07/09/2021,P.1,Gamma,Crater,Central,0,0,0
07/09/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
07/09/2021,P.1,Gamma,Eastern Shore,Eastern,1,0,0
07/09/2021,P.1,Gamma,Fairfax,Northern,8,1,0
07/09/2021,P.1,Gamma,Hampton,Eastern,2,0,0
07/09/2021,P.1,Gamma,Henrico,Central,2,0,0
07/09/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
07/09/2021,P.1,Gamma,Lord Fairfax,Northwest,3,1,0
07/09/2021,P.1,Gamma,Loudoun,Northern,11,0,0
07/09/2021,P.1,Gamma,Mount Rogers,Southwest,3,0,0
07/09/2021,P.1,Gamma,New River,Southwest,0,0,0
07/09/2021,P.1,Gamma,Norfolk,Eastern,5,0,0
07/09/2021,P.1,Gamma,Peninsula,Eastern,5,0,0
07/09/2021,P.1,Gamma,Piedmont,Central,1,0,0
07/09/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
07/09/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
07/09/2021,P.1,Gamma,Prince William,Northern,5,0,0
07/09/2021,P.1,Gamma,Rappahannock,Northwest,2,0,0
07/09/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,7,0,0
07/09/2021,P.1,Gamma,Richmond,Central,2,1,0
07/09/2021,P.1,Gamma,Roanoke,Southwest,3,1,0
07/09/2021,P.1,Gamma,Southside,Central,1,0,0
07/09/2021,P.1,Gamma,Three Rivers,Eastern,1,1,1
07/09/2021,P.1,Gamma,Virginia Beach,Eastern,4,0,0
07/09/2021,P.1,Gamma,West Piedmont,Southwest,2,1,0
07/09/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
07/16/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
07/16/2021,B.1.1.7,Alpha,Piedmont,Central,57,5,0
07/16/2021,B.1.1.7,Alpha,Norfolk,Eastern,48,4,2
07/16/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
07/16/2021,B.1.1.7,Alpha,Hampton,Eastern,38,0,0
07/16/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,58,2,0
07/16/2021,B.1.1.7,Alpha,West Piedmont,Southwest,51,15,2
07/16/2021,B.1.1.7,Alpha,Chickahominy,Central,67,0,1
07/16/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,243,16,3
07/16/2021,B.1.1.7,Alpha,Peninsula,Eastern,112,5,3
07/16/2021,B.1.1.7,Alpha,Roanoke,Southwest,42,7,1
07/16/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,109,6,2
07/16/2021,B.1.1.7,Alpha,Fairfax,Northern,240,7,1
07/16/2021,B.1.1.7,Alpha,Alleghany,Southwest,93,9,2
07/16/2021,B.1.1.7,Alpha,New River,Southwest,133,5,0
07/16/2021,B.1.1.7,Alpha,Arlington,Northern,74,3,0
07/16/2021,B.1.1.7,Alpha,Three Rivers,Eastern,26,2,0
07/16/2021,B.1.1.7,Alpha,Southside,Central,15,0,0
07/16/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,67,2,0
07/16/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,24,4,0
07/16/2021,B.1.1.7,Alpha,Crater,Central,82,7,1
07/16/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,72,0,1
07/16/2021,B.1.1.7,Alpha,Chesapeake,Eastern,92,2,2
07/16/2021,B.1.1.7,Alpha,Chesterfield,Central,130,5,1
07/16/2021,B.1.1.7,Alpha,Rappahannock,Northwest,103,7,3
07/16/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,19,2,1
07/16/2021,B.1.1.7,Alpha,Richmond,Central,67,6,1
07/16/2021,B.1.1.7,Alpha,Lenowisco,Southwest,19,2,0
07/16/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,264,21,2
07/16/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,79,1,1
07/16/2021,B.1.1.7,Alpha,Henrico,Central,119,4,2
07/16/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
07/16/2021,B.1.1.7,Alpha,Alexandria,Northern,45,1,0
07/16/2021,B.1.1.7,Alpha,Prince William,Northern,102,2,1
07/16/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
07/16/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
07/16/2021,B.1.351,Beta,Central Shenandoah,Northwest,0,0,0
07/16/2021,B.1.351,Beta,Southside,Central,0,0,0
07/16/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
07/16/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
07/16/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
07/16/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
07/16/2021,B.1.351,Beta,Crater,Central,4,1,0
07/16/2021,B.1.351,Beta,Blue Ridge,Northwest,3,0,0
07/16/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
07/16/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
07/16/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
07/16/2021,B.1.351,Beta,Alexandria,Northern,1,0,0
07/16/2021,B.1.351,Beta,New River,Southwest,1,0,0
07/16/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
07/16/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
07/16/2021,B.1.351,Beta,Piedmont,Central,4,0,1
07/16/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
07/16/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
07/16/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
07/16/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
07/16/2021,B.1.351,Beta,Chesterfield,Central,4,0,0
07/16/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
07/16/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
07/16/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
07/16/2021,B.1.351,Beta,Prince William,Northern,3,1,0
07/16/2021,B.1.351,Beta,Arlington,Northern,0,0,0
07/16/2021,B.1.351,Beta,Henrico,Central,2,0,0
07/16/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
07/16/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
07/16/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
07/16/2021,B.1.351,Beta,Richmond,Central,2,0,0
07/16/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
07/16/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
07/16/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
07/16/2021,B.1.617.2,Delta,Hampton,Eastern,2,0,0
07/16/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,2,0,0
07/16/2021,B.1.617.2,Delta,Blue Ridge,Northwest,3,1,0
07/16/2021,B.1.617.2,Delta,Central Virginia,Southwest,0,0,0
07/16/2021,B.1.617.2,Delta,Chesapeake,Eastern,3,1,0
07/16/2021,B.1.617.2,Delta,Eastern Shore,Eastern,3,0,1
07/16/2021,B.1.617.2,Delta,Alleghany,Southwest,3,1,0
07/16/2021,B.1.617.2,Delta,Portsmouth,Eastern,5,0,1
07/16/2021,B.1.617.2,Delta,Norfolk,Eastern,5,0,0
07/16/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,6,2,0
07/16/2021,B.1.617.2,Delta,Alexandria,Northern,4,0,0
07/16/2021,B.1.617.2,Delta,Western Tidewater,Eastern,0,0,0
07/16/2021,B.1.617.2,Delta,Three Rivers,Eastern,1,0,0
07/16/2021,B.1.617.2,Delta,Piedmont,Central,0,0,0
